Year,SIM1,SIM2,SIM3,SIM4,SIM5,SIM6,SIM7,SIM8,SIM9,SIM10,SIM11,SIM12,SIM13,SIM14,SIM15,SIM16,SIM17,SIM18,SIM19,SIM20,SIM21,SIM22,SIM23,SIM24,SIM25,SIM26,SIM27,SIM28,SIM29,SIM30,SIM31,SIM32,SIM33,SIM34,SIM35,SIM36,SIM37,SIM38,SIM39,SIM40,SIM41,SIM42,SIM43,SIM44,SIM45,SIM46,SIM47,SIM48,SIM49,SIM50,SIM51,SIM52,SIM53,SIM54,SIM55,SIM56,SIM57,SIM58,SIM59,SIM60,SIM61,SIM62,SIM63,SIM64,SIM65,SIM66,SIM67,SIM68,SIM69,SIM70,SIM71,SIM72,SIM73,SIM74,SIM75,SIM76,SIM77,SIM78,SIM79,SIM80,SIM81,SIM82,SIM83,SIM84,SIM85,SIM86,SIM87,SIM88,SIM89,SIM90,SIM91,SIM92,SIM93,SIM94,SIM95,SIM96,SIM97,SIM98,SIM99,SIM100
2047,4.25489,4.098939,4.384322,12.73816,6.859092,3.017203,6.758715,4.581692,6.366981,3.584323,5.079008,11.18505,4.578674,9.656738,6.813735,3.284908,2.873028,2.905797,11.06476,11.0397,9.856129,4.311109,14.63612,5.30915,3.698068,15.34597,9.815456,4.293144,4.11396,6.080344,14.86963,7.579107,4.284928,11.30919,3.032543,7.311764,14.27152,3.070795,3.11129,5.981645,3.593454,5.403229,5.962291,3.744036,7.240996,7.064369,8.567076,7.263771,8.111877,4.134784,4.256146,5.205749,7.931781,11.25175,3.271151,6.844424,3.883068,8.923258,2.29094,9.056098,2.563994,10.34129,6.394766,3.479645,1.182401,2.438398,13.91322,4.266148,5.165487,8.571649,6.196695,10.52346,6.81602,12.16372,2.197413,2.92835,4.769809,11.33679,6.544387,4.862057,3.656562,5.621452,8.080056,2.294051,7.862631,7.226921,8.367613,13.00224,5.767739,9.289185,6.656104,6.937041,2.772982,7.122382,11.9704,7.432556,0.904761,1.946936,4.978067,4.164639
2048,6.177706,4.98001,4.385548,12.0413,5.804566,2.842002,7.268322,5.184454,7.601935,2.121816,7.751142,12.19774,6.733401,8.297943,2.598077,4.673642,3.215769,4.762675,11.15916,10.46682,10.47733,5.157543,16.26442,6.888483,3.460825,14.96627,10.09082,5.625389,2.495856,4.725766,12.28961,7.122422,3.384901,11.59082,4.165025,8.346378,15.00817,3.415418,5.394194,7.240098,2.483899,6.718893,5.2048,1.979705,10.44059,7.553811,9.491303,6.301828,6.803182,3.493843,5.309964,5.172242,6.375898,9.744132,2.668983,4.359786,5.288978,7.172054,4.580017,9.429511,2.886048,10.98882,7.120158,5.86978,2.321548,3.358054,13.54713,3.870401,4.807012,7.124238,7.508496,11.15084,4.034903,15.37715,3.702009,6.717671,4.727888,9.652615,6.489884,7.295286,3.304307,5.780515,6.321283,4.058437,6.542833,5.561858,7.90415,12.07158,4.225464,11.68338,5.142791,11.33054,3.287047,6.767563,11.38572,9.492355,3.027964,5.382287,6.838123,6.243922
2049,5.445155,3.895201,3.655695,11.12139,7.246337,3.379707,8.919058,7.43805,4.900508,1.443095,8.897108,10.56626,3.995154,10.7516,2.506736,2.45382,4.400516,2.532367,11.1509,12.07916,9.691934,3.881686,14.92295,8.006125,4.278653,12.57336,6.878517,3.307358,4.693487,5.788519,13.88768,4.141372,4.944381,9.43972,2.819588,9.407454,13.54827,5.126776,3.59912,7.595956,2.074078,7.813711,5.784924,3.72726,7.764041,11.03238,10.18159,6.581485,8.859739,3.792179,4.874608,4.829629,7.162122,9.966101,3.784801,6.840993,4.363668,5.234258,2.685529,9.274305,1.775098,7.818039,7.572652,7.645635,3.690129,3.130826,14.48383,3.510464,6.948697,5.813172,5.677225,10.75728,5.130544,17.15976,3.589249,4.910923,5.067419,7.809201,7.791189,6.539704,4.865941,5.467928,4.455961,5.540088,4.494776,2.752554,8.118341,10.98607,5.56003,11.46178,2.589335,10.56398,4.6854,5.029281,13.31358,8.292702,3.631321,3.839728,8.239043,6.634982
2050,3.618004,1.367484,5.224721,11.97418,4.906334,0.530659,9.054614,5.837186,2.558944,3.473428,7.34032,11.43255,3.949117,9.118611,5.785352,3.418264,4.496189,2.292742,9.369303,11.71392,13.65098,3.545884,12.65046,8.178895,6.528055,13.12221,8.734881,1.950594,3.034511,4.630524,14.17122,4.994888,3.214657,9.462763,2.493877,9.945315,11.26152,4.138731,4.582192,8.908279,2.172199,9.066945,4.726628,2.854124,5.819235,7.861439,6.242393,5.690995,8.89476,4.636556,5.89743,2.210352,5.256247,11.2447,6.714177,10.47425,5.886944,5.471955,3.800091,8.833222,3.73956,10.00009,7.586988,7.99573,4.824711,4.121187,15.70512,2.708061,7.306169,8.180497,7.098603,10.50444,6.095041,13.43839,3.202801,5.084165,5.556241,8.792911,8.0368,7.951952,5.362835,5.928267,3.938666,7.227142,5.350963,3.342086,10.60587,14.09446,5.59606,12.66609,2.982712,10.16289,5.475411,6.147905,12.61185,10.78955,6.230711,5.216385,7.926746,5.828989
2051,5.990969,2.975354,8.80209,10.78314,6.34747,0.22687,8.975113,3.634719,3.366016,3.698142,6.12403,10.63397,4.082439,4.930305,5.041157,3.736591,6.129528,2.785766,10.58245,8.81663,11.91698,5.322077,12.79221,6.214842,4.893591,14.60377,10.97064,1.805495,4.110733,4.120413,10.90788,6.284036,4.801219,10.74712,1.694817,9.569092,11.41808,5.453332,4.805652,8.154117,3.800925,9.698181,6.175603,2.389879,5.216387,8.307217,7.969377,4.605017,7.156064,3.809294,6.418159,3.489091,5.558886,11.49987,6.077654,7.418292,7.022142,9.133841,3.378225,9.313904,4.723371,13.55619,7.105752,9.072422,6.800021,2.941568,12.66899,5.513439,4.528334,7.518004,6.889181,9.469139,7.3808,14.57744,8.064505,4.830058,8.111634,8.39987,5.727158,8.461182,4.981094,0.068967,8.476316,5.170418,6.347944,5.405761,7.295541,10.35224,4.155949,14.58224,3.997296,10.6886,3.547369,5.664199,11.73749,9.643843,5.61816,3.706888,7.131269,4.363869
2052,3.654313,3.50801,9.427648,11.55379,9.804865,3.980486,6.778095,5.523268,5.704036,4.908349,9.352845,14.47571,5.11738,6.432494,7.364753,4.937239,3.835893,1.705037,12.83672,9.013768,9.436661,2.986159,13.82892,7.565155,1.961472,15.16979,11.40288,2.527711,4.216765,3.57688,11.8995,6.038777,1.900783,9.874835,4.634517,11.03794,12.65215,4.618296,5.339985,5.189605,6.213725,12.09072,7.113497,2.875989,6.934047,6.789757,7.063781,4.612697,6.826508,2.657577,3.753205,4.997558,4.900119,9.325423,5.916181,7.657997,7.266395,5.008958,1.954459,9.324907,4.48715,13.33565,8.440361,11.46704,6.337977,2.080562,13.74792,5.338215,3.011305,7.927732,7.908303,9.34815,7.930612,11.95737,8.261348,4.251024,3.228793,9.323462,5.607361,6.948747,5.629651,0.706303,6.060756,4.20183,5.913524,5.02946,7.304972,10.80517,6.053484,13.48095,5.845268,10.28378,6.484437,4.356349,11.99782,10.41785,3.674428,5.581969,7.388643,5.440315
2053,4.162405,0.642575,11.15069,9.902403,8.239808,4.545281,5.856941,5.573948,4.172314,4.885943,9.919467,12.59184,5.430364,6.3267,5.493633,4.624434,3.991123,2.492058,12.77481,6.822941,11.31523,3.418257,14.00167,8.398409,3.308818,11.29317,11.48387,4.049936,5.715117,3.468105,13.51256,2.411963,3.686662,9.063364,5.16089,11.75967,13.31506,4.972296,5.288114,5.759826,4.378282,11.41343,5.755898,5.71181,6.769061,6.023474,6.576581,6.131262,6.581561,3.045444,3.468657,4.230049,3.939336,12.35879,7.046337,8.012554,5.183697,5.965233,3.22269,8.676731,4.541562,15.73161,6.817467,12.98904,5.400468,1.101728,15.24928,4.748713,2.912402,10.62818,9.827665,11.63952,7.843256,13.73159,7.373581,5.458312,5.838238,7.813427,6.372397,7.572465,6.117928,4.16036,6.102653,5.513761,8.154014,6.124166,9.374957,10.9517,4.120549,11.64414,7.33194,12.12497,4.692737,5.648712,13.39649,12.98403,3.646303,4.952332,8.836232,6.32047
2054,5.786936,2.681009,10.87745,9.452313,7.276283,1.730561,4.525771,6.797191,5.800622,3.603827,8.836296,12.69365,5.291684,7.204148,5.467045,2.806115,2.573559,3.859099,12.78883,6.118183,12.37999,6.131765,15.09352,8.448224,4.425275,13.19462,10.67979,4.560873,5.235764,4.760005,15.14729,1.321005,2.891418,9.658237,5.564309,8.007491,8.72182,5.108508,5.683465,5.253253,4.445463,11.85592,2.409643,2.841523,5.552896,5.834964,7.167044,6.572436,7.430997,3.301302,4.279728,5.901935,6.276416,13.88642,6.497312,6.763097,1.946864,3.188855,4.389258,8.042949,4.985027,15.76343,9.315801,10.54459,5.882715,2.233707,11.09627,5.108665,5.009156,9.186786,11.86692,11.69431,4.908453,13.37984,7.511523,6.108935,7.086122,9.442357,6.494784,8.707023,6.282502,4.169331,7.20031,4.420484,6.745876,6.061922,10.11844,9.433776,6.068625,12.17366,6.750657,9.81355,6.504853,7.393796,13.74202,12.43188,5.343349,5.832416,8.311275,6.968573
2055,6.827677,4.669682,11.42092,6.751691,8.767884,1.481669,4.825328,5.952433,6.509431,4.399785,9.026659,12.70343,5.463331,7.290164,5.685485,3.250925,3.825407,5.781609,12.24908,8.871616,12.62917,6.085871,13.58687,9.478486,5.340939,15.04277,13.21205,3.083608,5.827793,3.114952,15.67165,2.347073,2.413946,10.00673,7.117348,9.459631,9.802787,4.003205,3.128886,8.911657,5.039115,9.223033,3.020727,4.305647,6.320749,7.483575,4.600478,5.010926,10.8852,3.971929,4.396709,5.546768,5.665303,13.52919,6.934434,7.870116,1.504285,1.306279,2.592128,6.623784,6.236488,15.71864,10.24347,9.958345,6.466888,3.629129,12.38818,1.737368,4.346842,7.422133,7.981358,10.03949,4.950042,12.78495,5.543377,5.77961,6.21686,8.986278,6.039448,7.019949,6.663871,4.625409,6.670409,1.384948,6.97421,6.632916,7.814205,8.538243,6.033754,12.85958,8.678851,11.49619,6.934734,9.556977,12.21356,12.4324,7.086608,5.471939,5.578682,6.886369
2056,5.219752,4.451124,12.08469,9.554225,5.237836,4.745904,5.602475,4.757486,7.054599,3.760516,6.623731,13.91629,5.127769,6.096368,4.006974,3.949311,3.425156,4.516894,14.13734,5.375858,13.6105,8.47563,13.72326,9.130559,7.155633,12.48585,12.70937,1.873246,8.478081,3.262979,11.38198,3.31724,3.916355,7.885621,4.645377,8.235008,7.957015,4.607198,3.901718,10.16506,5.839901,10.33478,3.265278,5.102209,6.55691,5.826484,5.161988,6.753864,11.04897,5.875183,3.572658,4.88472,7.921083,13.23092,5.899054,7.17054,3.713757,3.120531,3.172655,9.338455,4.357207,12.82929,9.099951,8.538799,7.451099,4.46985,11.57054,2.863004,3.197692,6.720984,7.120032,9.62092,6.0493,9.437302,4.802129,5.889322,7.133562,9.947756,9.763147,6.189763,6.879831,4.334854,8.089479,1.61126,5.792872,5.698976,9.987199,10.07564,5.527041,12.65753,9.274237,11.01319,4.817849,9.743104,12.47842,11.93249,3.949104,5.509691,6.093803,7.364567
2057,6.150451,4.521353,7.749741,11.37832,6.433113,5.657999,5.565701,7.462712,2.798202,4.957213,4.407871,15.56591,5.474767,7.188778,3.965724,6.661665,6.702653,4.710161,14.14164,9.42169,11.80186,7.100594,14.04856,9.343035,7.630575,12.98067,13.92016,4.322354,5.611571,3.356905,11.84938,4.372813,4.878235,8.248954,3.27601,8.888565,8.440786,3.903328,4.749879,8.189517,4.0345,11.31258,4.20642,7.190292,6.005469,3.923661,6.690314,7.838973,8.629578,3.657756,4.864732,3.047116,9.223272,11.95141,6.853569,7.000081,6.252014,2.662367,5.242048,11.55322,2.903804,13.07064,9.591029,9.085983,8.614717,4.878057,12.34248,5.740177,2.544208,9.296246,7.188799,10.60668,5.230578,8.162482,4.951698,6.029373,7.786373,11.11383,7.875586,5.818683,7.844944,4.963592,6.276894,3.405428,5.910569,6.947714,8.291656,6.723218,5.812135,14.08299,8.967553,11.90424,3.88411,8.170075,14.1504,11.41606,6.52208,3.892248,6.048594,4.62891
2058,7.996097,5.244159,10.24629,7.751173,7.42634,2.726925,5.387496,9.035852,1.861595,4.31976,5.567548,13.75768,5.183236,5.719775,3.0838,3.637817,8.253318,4.76023,15.28688,11.11066,13.22774,5.464318,13.35387,8.190367,8.574544,13.56564,16.62669,3.530927,6.642727,3.045504,13.36697,2.208977,4.451968,9.670387,2.430854,8.692724,8.894995,6.214853,5.970414,9.441396,4.261722,10.99801,3.443708,8.202831,6.035688,2.540906,2.796754,7.300633,8.249557,4.220372,4.309311,3.5564,8.995189,12.35051,5.93072,7.533988,5.079473,5.215844,4.89366,12.51693,3.543792,15.08495,8.526716,8.719454,9.086514,4.519963,12.3484,8.77922,4.069499,9.247845,7.723965,7.071226,3.879275,11.57308,8.115482,6.403858,7.452365,13.29999,8.322177,4.525959,6.550748,4.4223,8.764855,3.968302,7.224722,8.212082,8.041832,6.980459,4.854804,17.24575,10.4303,13.57775,2.560317,8.817355,14.34572,12.96758,7.436024,2.213896,6.194008,6.795871
2059,8.902256,3.458009,9.325577,8.54641,5.619189,4.232365,6.665256,6.576733,2.177222,4.223605,6.228675,13.8958,2.639819,6.852979,5.60408,3.814882,9.889585,5.27577,12.56461,8.39058,9.231226,6.091421,14.97231,10.10002,7.825958,15.5265,16.10441,3.194181,6.627978,4.894504,12.26286,3.156153,5.772137,9.630263,5.476166,9.333519,9.439028,3.239112,2.576141,8.88077,3.852393,9.277276,3.72296,7.950326,4.341959,5.15175,3.074331,11.93223,8.322841,6.038705,5.165483,2.790363,8.763456,14.27676,6.185725,8.786163,7.112584,2.959846,5.852344,12.20778,5.244378,14.27987,9.271118,8.947459,8.096536,3.121199,14.11591,4.824078,4.00398,9.235025,6.106379,9.924811,2.160118,13.31856,8.092961,8.090436,6.469514,12.25184,7.828452,6.668375,6.024616,7.012126,10.15844,4.3645,9.646485,9.067365,9.297201,9.083559,4.776158,17.72797,8.600945,14.11736,2.672852,12.12504,13.62475,14.77328,8.516897,3.460978,6.586172,7.593755
2060,8.342235,3.292331,9.930642,8.17431,4.067607,5.634852,7.220693,6.470428,3.955614,4.82326,8.854729,14.06696,3.118316,3.22887,2.129561,6.287386,10.16793,5.738466,13.64577,9.386423,11.06912,11.01947,14.39923,7.231785,6.619867,16.26632,12.18368,3.479677,9.14597,4.82238,13.68172,4.260078,4.789443,11.52632,7.604558,7.950414,8.954104,5.850894,3.851703,9.362116,4.740329,10.19489,3.115002,4.12411,4.774318,4.595818,3.963592,12.95105,9.682927,4.641447,4.870694,3.620145,8.691195,13.42508,7.191697,8.917294,7.28928,3.368072,4.065153,9.53355,4.569584,16.38864,10.26817,10.29388,9.697559,4.076142,11.73626,6.718839,3.815042,10.64909,5.056245,8.620828,4.129698,14.27245,7.115965,6.758404,5.287908,12.32807,7.565877,6.42781,4.938724,4.712262,8.906177,4.977227,8.903171,9.862409,11.61518,9.007937,5.318655,18.26681,6.83561,14.70602,4.090569,12.49893,15.6365,15.22905,5.406233,2.687227,6.067705,5.299216
2061,8.328949,2.533575,9.786843,7.375249,6.088135,5.954837,3.09535,5.250347,4.700011,5.654244,8.985611,14.135,3.655638,5.117046,2.921987,5.5347,9.660565,4.340706,12.39984,12.31996,11.30467,9.981155,14.70081,8.265948,3.941655,13.87289,13.06344,5.670586,6.837895,4.898007,12.58331,4.371738,2.899007,9.652855,7.41968,9.789916,8.910888,6.500224,2.989949,10.28865,6.066954,10.5652,5.975215,8.938501,6.091504,6.301761,4.393112,11.75435,10.73052,6.261446,2.927797,4.642221,9.913936,12.02089,6.453153,6.498989,9.820176,4.862444,2.896418,9.265254,3.53453,12.30787,9.058435,8.779997,5.960398,4.742244,13.65699,2.799199,5.483807,9.378929,4.564892,11.1881,0.42065,13.75679,7.626553,8.07022,5.586693,12.17951,6.53568,4.68527,5.859472,5.720922,9.378273,4.336285,8.202054,7.43701,8.087693,9.501981,5.413569,14.81882,5.665111,14.98232,4.307741,7.773151,15.50237,15.25886,7.509013,2.019905,8.265135,2.924386
2062,7.154116,2.397386,9.016759,5.68029,1.469773,5.927081,5.427061,4.144056,3.127032,4.685695,5.769007,15.95629,3.925545,4.416183,3.234119,6.974003,8.187134,5.132047,12.96559,12.50349,11.93306,8.074664,12.28501,9.042198,5.281912,14.12512,13.84971,6.24547,6.279043,3.683773,10.93291,1.756046,4.055263,10.61153,9.210758,9.531442,4.47813,5.812127,1.199415,10.72784,2.216478,12.81836,7.357992,7.045493,5.583133,5.368635,4.537487,12.13471,11.25496,4.413117,4.178538,5.336259,11.91154,11.54219,4.948337,8.920455,8.396995,3.402336,1.662558,10.9177,5.014814,12.141,9.282387,9.999471,8.255742,3.936432,11.82543,3.358284,3.327708,10.84416,5.24559,9.932438,1.764968,15.33087,7.547992,4.675482,6.317116,12.73216,6.905394,4.63541,5.181993,5.635249,9.103102,4.347338,8.592121,8.006278,9.978255,6.709198,5.964768,16.0405,5.527424,14.94909,4.75638,9.421484,9.802289,11.34688,10.7592,4.513492,4.996495,6.269266
2063,7.245085,3.889064,9.497977,7.864494,3.744599,5.638233,7.219928,5.243889,2.190534,4.823982,5.813015,12.26911,3.005003,7.251619,3.84548,8.303174,8.624865,5.511927,12.61788,12.92621,10.82147,7.412161,14.13119,11.42275,2.746575,15.17981,11.47253,5.68721,7.21939,3.950248,11.05284,3.808053,5.082103,10.99181,8.345278,7.998228,5.473652,5.454977,4.190729,8.606762,4.702649,12.23024,4.29983,5.149329,5.111065,7.731141,4.590016,14.1285,10.86309,3.416123,4.170394,6.57036,11.57186,12.58278,3.555886,8.356551,9.302005,4.868651,3.918396,12.2511,4.254116,14.3119,11.83845,9.112743,10.00388,4.496199,11.44325,2.278876,1.994556,12.68062,5.167002,10.36004,2.846368,17.00962,5.361267,5.943689,9.966872,14.30839,7.609704,5.200271,5.295079,4.333837,9.817418,5.049581,8.636573,9.399038,11.08115,6.495925,7.60345,15.05733,7.901878,11.8802,6.307447,10.79989,13.19504,11.97012,8.636234,2.726232,5.639536,7.568521
2064,8.069851,5.089349,11.52538,9.707231,6.266913,5.727324,6.161596,3.048144,3.809228,5.097642,10.65949,14.28617,2.645368,5.702082,4.920739,9.477749,8.88339,3.773734,11.07777,12.57888,12.57711,5.796104,12.84844,15.62141,4.490985,13.99035,9.155843,8.849484,7.396716,4.35485,9.88905,5.230957,2.140779,12.25219,5.504924,9.61244,7.335805,6.62204,6.106444,8.720599,6.913453,11.03163,4.67023,3.972586,5.772211,7.64384,4.91531,12.16129,8.807414,1.73645,5.334804,5.244243,11.67116,14.39567,3.883602,6.860647,11.41597,5.612719,5.394461,12.08339,5.164439,13.03003,8.039824,8.883148,8.265849,2.917407,10.68341,3.597207,4.723766,11.83185,4.697885,8.570081,5.035979,12.367,5.871532,3.678215,7.226124,14.016,7.051188,3.080614,5.004411,2.759151,8.013645,5.768207,5.015112,10.8155,14.34765,8.486339,7.638,12.32057,6.851972,12.71288,5.680975,10.84431,11.56296,14.02106,9.07208,3.33876,5.192017,5.898933
2065,7.180844,4.900912,10.92149,6.771925,4.150572,4.455278,6.609026,3.886088,5.319412,6.620579,9.612021,15.79035,6.177551,4.966046,4.143045,5.906718,9.817157,2.852625,11.92666,10.48527,10.74688,5.427836,13.36911,14.40418,6.88463,13.19451,11.10767,8.886048,7.142575,4.272757,12.05819,3.185764,3.199163,12.46411,6.222909,10.12918,7.757193,6.053673,2.410654,8.505753,5.640685,10.64715,4.336506,3.864632,5.016903,6.601346,5.494473,9.817591,7.294275,1.759557,6.461606,5.209668,9.6939,12.67687,0.49257,7.924716,9.805045,4.873015,3.007954,12.91986,5.665727,14.52842,9.58214,6.285213,9.247465,3.584665,12.36354,3.979753,4.745894,10.87044,6.508816,7.382784,6.448502,13.5169,8.843583,3.405995,6.733396,13.65828,9.76883,4.166537,2.826754,5.720375,6.624883,5.167296,5.690857,6.842234,13.67412,6.819329,4.22009,11.77155,6.958016,11.91582,3.164731,11.27885,12.37577,14.07617,6.579844,3.508641,5.812031,6.422339
2066,9.933836,4.955861,11.51925,7.335035,3.968137,4.178226,6.364073,3.555788,6.552308,3.837715,11.21035,14.39851,7.13625,4.566036,4.225873,7.265389,12.58475,3.879042,9.346182,9.52023,12.55819,4.527332,11.81771,12.2704,6.967494,14.05811,10.71595,9.021729,5.943604,6.407664,10.52311,3.572707,2.689883,11.98306,5.692399,10.65293,8.19204,5.091189,2.891465,7.736597,4.855778,10.70496,4.038949,3.322946,3.53571,6.439106,8.847084,12.66189,6.98609,3.835838,6.062074,5.934372,9.646214,13.12937,2.200537,7.008493,11.83447,5.546985,5.458437,15.18936,2.354199,13.57343,10.87287,7.153171,8.391028,2.40203,13.732,6.042594,5.086078,10.95812,5.957165,7.839486,6.580393,15.27385,5.978828,4.643046,5.931583,15.10987,8.402821,0.729062,3.289987,6.698838,7.454196,6.714177,7.147125,6.812052,12.51279,8.160702,5.283377,9.516207,6.446691,11.15148,2.709094,9.338179,13.45249,13.91472,9.598394,3.823911,6.250818,4.641648
2067,9.61395,2.791479,14.55314,6.984992,1.85162,6.400664,4.600683,5.619516,5.637767,5.009997,10.77995,14.54163,5.373092,4.969915,5.942539,6.084376,9.639329,4.123527,9.725349,6.740742,13.78047,3.634652,13.87318,12.8486,8.141981,12.14951,12.28232,8.16077,5.637844,3.961342,10.97784,2.114749,2.602042,13.21456,7.044005,8.605383,8.035084,5.913241,2.109309,10.66561,7.98562,9.40596,6.050122,4.896925,3.10721,6.416967,11.63819,10.04386,10.07305,4.210152,6.144133,7.478186,14.50426,9.944858,2.934529,8.164142,12.24306,3.711613,4.243735,12.93335,3.470272,13.04188,12.95318,7.905955,8.31259,3.024876,11.90583,7.719553,3.687366,8.916144,7.185671,8.217883,8.066064,14.58992,5.189819,2.239398,9.763703,15.44991,7.737893,0.799415,4.009599,7.365368,10.57482,5.659384,4.312655,7.352007,12.79716,7.337082,4.398078,11.19275,7.009028,11.67462,2.594041,11.42678,14.0268,12.96809,9.292441,5.350395,9.295316,3.797285
2068,9.008877,2.3641,14.59337,7.489414,2.93829,5.877115,4.838571,6.342244,4.195712,3.959408,10.17865,14.48765,4.316364,4.9375,7.798193,4.37074,10.49749,3.892891,13.77008,7.06324,10.82462,4.610897,14.50578,11.5407,8.660799,13.40779,10.83406,4.913478,7.73483,3.082598,9.533778,4.143432,4.973797,15.19305,9.432891,9.981685,11.59221,7.73365,3.412001,9.176638,8.896036,8.420088,3.994089,3.694552,4.626332,6.739926,11.43744,11.34969,7.642898,4.933027,4.385263,9.069504,14.09676,12.63325,1.675493,7.420192,11.55483,3.550213,3.433712,11.67083,3.244839,13.10332,13.04346,6.145667,10.0016,4.132539,13.48019,6.258185,3.705743,10.91573,4.883567,9.876164,7.132354,14.41296,7.931591,4.683462,9.799012,13.96602,9.788079,3.296057,5.697536,6.101729,9.391164,6.114628,4.439843,7.833698,10.80687,7.196129,4.268784,10.65457,5.430272,7.579898,1.665784,11.4702,13.80681,12.50337,10.64675,5.805789,8.364495,3.965325
2069,9.082171,5.240515,12.22682,6.510203,5.089853,4.408116,3.340501,6.98032,8.740539,3.203734,10.83194,12.39445,5.925533,7.392262,3.311252,4.903328,7.19337,2.757035,12.10181,7.777315,10.6302,6.392117,13.7981,12.01259,11.17784,12.59418,11.55881,6.803354,7.155146,4.018559,12.22151,3.954065,4.012892,13.73855,7.480373,10.88233,11.63342,4.145037,0.561848,10.26911,9.312852,11.05431,2.248145,4.853974,3.068661,4.756588,14.01579,10.19759,8.432209,4.962462,4.743691,7.586241,15.42011,12.90098,2.104539,7.79665,12.26749,3.927613,6.007851,11.30381,3.241147,14.36712,10.45082,7.847936,8.882964,3.88652,14.21575,4.491388,2.767722,10.75912,2.511212,9.072932,8.291227,14.03455,5.408872,3.54803,12.152,14.69296,9.016447,4.717897,3.458277,6.090893,12.01395,7.173672,3.938481,5.834283,10.35214,9.059327,2.416714,11.83979,6.53631,7.54739,2.706881,9.133303,15.71412,15.69352,10.0273,6.881952,5.529162,4.362024
2070,9.263964,6.864878,12.15127,7.355566,5.847713,2.622957,5.186248,3.697075,8.463421,3.599679,10.07525,12.87147,8.139411,7.076442,3.342867,6.899342,8.839516,2.181537,10.38524,5.153571,10.59387,6.52481,12.81338,11.31583,8.100372,12.76951,10.9887,5.49961,8.805454,3.494361,8.971989,5.010472,5.018555,15.14639,4.9885,10.63566,9.881723,4.403817,0.546315,9.357533,7.160415,9.594827,3.181997,4.749417,5.329377,5.345983,11.39918,10.53946,8.406139,3.719859,5.321933,8.205933,9.54228,12.56308,4.488339,7.517315,14.90714,3.511244,3.859207,11.60304,2.844497,11.67907,11.20969,7.962077,8.707962,5.54625,14.73196,6.18985,5.108392,9.906393,2.461596,4.623036,8.26769,14.51963,5.061326,4.084881,12.0559,12.98546,10.53864,4.796289,4.886691,4.293408,9.949646,7.457132,7.700821,6.668376,8.776918,9.576962,2.93228,10.13565,6.406972,8.017144,2.087069,10.9354,14.22309,15.85536,10.04612,7.016521,5.632628,5.373633
2071,5.434457,7.575701,12.07245,7.562123,4.275608,3.054617,4.027025,4.705293,6.345822,0.175288,10.4383,14.68822,7.154872,6.758481,3.531125,5.171768,9.912692,1.929141,10.78899,5.064198,5.598768,6.965445,15.32453,14.04694,6.48668,14.11661,12.6497,5.24503,7.364241,3.776364,8.693166,8.861305,3.675917,10.07592,5.895722,10.99394,9.907245,7.141882,3.642601,10.39585,7.447221,10.30218,0.93417,6.419463,2.934552,6.171661,12.02732,15.01258,10.13415,3.569966,5.747182,8.477768,11.39382,10.78318,3.558467,9.441598,12.2771,6.033667,5.226813,7.655817,3.416954,10.60601,8.983036,5.735296,12.44662,7.508483,14.36774,8.405833,5.617132,10.73264,0.850183,7.621234,8.88523,13.99261,6.563794,5.026982,12.37326,15.42807,10.12104,4.021379,5.871539,4.244256,10.60226,8.276333,6.475886,6.154229,7.413,6.422974,4.31189,11.75949,8.117802,6.739341,4.348615,10.01485,13.53603,12.83083,8.519415,7.483486,6.365517,6.162114
2072,4.948152,6.187658,12.77863,7.78656,3.854794,2.277689,3.172832,4.767786,8.431637,4.892754,8.529408,10.08535,7.788727,7.856026,3.070553,5.543989,11.11461,3.953611,6.826132,2.450405,5.271465,9.844147,13.21016,16.88424,8.192939,13.35633,13.09584,5.660578,5.759731,5.382223,9.430025,9.091431,2.915675,12.0398,6.92235,12.53764,9.707046,6.207876,5.476706,13.72284,9.959584,10.57357,1.449662,7.161443,3.734581,4.793376,11.68948,16.65757,11.18146,3.127234,5.87673,6.689636,10.13903,10.61658,2.301535,8.803031,13.18142,4.233997,4.807114,9.769064,2.83518,10.8097,7.428256,6.55643,7.305696,6.538482,14.1102,5.157545,7.297357,12.2877,1.529093,5.896761,7.097326,13.27119,9.033792,3.576824,11.28272,11.37829,8.010548,3.531858,3.477702,4.240908,8.36223,9.394454,8.945616,5.666704,8.415152,8.008431,0.804295,12.01354,6.502497,6.74521,2.604086,10.28007,11.95835,14.12894,9.921489,7.566631,7.074022,6.529677
